County,Town,Collection Date,Species,Virus
Bristol,Freetown,7/31/14,Culiseta melanura,EEE
Bristol,Freetown,7/31/14,Culiseta melanura,EEE
Bristol,New Bedford,8/4/14,Culiseta melanura,EEE
Bristol,Freetown,8/8/14,Culiseta melanura,EEE
Bristol,Westport,8/11/14,Culiseta melanura,EEE
Bristol,Freetown,8/15/14,Culiseta melanura,EEE
Bristol,Acushnet,8/27/14,Culiseta melanura,EEE
Bristol,Freetown,8/27/14,Culiseta melanura,EEE
Bristol,Freetown,8/29/14,Culiseta melanura,EEE
Bristol,New Bedford,9/1/14,Culiseta melanura,EEE
Bristol,Rehoboth,9/1/14,Culiseta melanura,EEE
Bristol,New Bedford,9/3/14,Culex pipiens/restuans complex,EEE
Bristol,Freetown,9/3/14,Culiseta melanura,EEE
Bristol,Freetown,9/3/14,Culiseta melanura,EEE
Bristol,New Bedford,9/17/14,Culiseta melanura,EEE
Essex,Amesbury,9/8/14,Culiseta melanura,EEE
Essex,Topsfield,9/15/14,Culiseta melanura,EEE
Middlesex,Tewksbury,9/23/14,Culex species,EEE
Plymouth,Bridgewater,7/15/14,Coquillettidia perturbans,EEE
Plymouth,Bridgewater,7/15/14,Coquillettidia perturbans,EEE
Plymouth,Bridgewater,7/15/14,Coquillettidia perturbans,EEE
Plymouth,Bridgewater,7/15/14,Coquillettidia perturbans,EEE
Plymouth,Lakeville,8/11/14,Culiseta melanura,EEE
Plymouth,Rochester,8/12/14,Culiseta melanura,EEE
Plymouth,Marion,8/12/14,Culiseta melanura,EEE
Plymouth,Kingston,9/1/14,Coquillettidia perturbans,EEE
Plymouth,Kingston,9/1/14,Uranotaenia sapphirina,EEE
Plymouth,Kingston,9/1/14,Culiseta melanura,EEE
Plymouth,Rochester,9/3/14,Culiseta melanura,EEE
Plymouth,Rochester,9/3/14,Culiseta melanura,EEE
Plymouth,Rochester,9/3/14,Culiseta melanura,EEE
Plymouth,Lakeville,9/8/14,Culiseta melanura,EEE
Plymouth,Marion,9/16/14,Culiseta melanura,EEE
Barnstable,Falmouth,9/3/14,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/28/14,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,9/6/14,Culex pipiens/restuans complex,WNV
Bristol,Mansfield,8/5/14,Culex pipiens/restuans complex,WNV
Bristol,Easton,8/5/14,Culex pipiens/restuans complex,WNV
Bristol,Dighton,8/8/14,Culex pipiens/restuans complex,WNV
Bristol,Easton,8/15/14,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/15/14,Culex pipiens/restuans complex,WNV
Bristol,Easton,8/28/14,Culiseta melanura,WNV
Bristol,Freetown,8/29/14,Culiseta melanura,WNV
Bristol,Attleboro,9/5/14,Culex pipiens/restuans complex,WNV
Essex,Newburyport,7/14/14,Culex pipiens/restuans complex,WNV
Essex,Saugus,8/25/14,Culex pipiens/restuans complex,WNV
Essex,Peabody,9/8/14,Culex salinarius,WNV
Essex,Peabody,9/8/14,Coquillettidia perturbans,WNV
Essex,Peabody,9/8/14,Ochlerotatus triseriatus,WNV
Essex,Rowley,9/8/14,Culex pipiens/restuans complex,WNV
Essex,Lynn,9/15/14,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/22/14,Culex pipiens/restuans complex,WNV
Middlesex,Everett,7/29/14,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/29/14,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/29/14,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/5/14,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/7/14,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/12/14,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/21/14,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/26/14,Culex pipiens/restuans complex,WNV
Middlesex,Everett,9/9/14,Culex pipiens/restuans complex,WNV
Middlesex,Medford,9/9/14,Culex pipiens/restuans complex,WNV
Middlesex,Newton,9/17/14,Culex pipiens/restuans complex,WNV
Norfolk,Canton,7/8/14,Culex pipiens/restuans complex,WNV
Norfolk,Stoughton,8/6/14,Culex pipiens/restuans complex,WNV
Plymouth,Middleborough,8/12/14,Culex pipiens/restuans complex,WNV
Plymouth,Bridgewater,9/3/14,Culex pipiens/restuans complex,WNV
Plymouth,Wareham,9/16/14,Culex pipiens/restuans complex,WNV
Plymouth,Middleborough,9/16/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/25/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/29/14,Culex species,WNV
Suffolk,Boston,8/6/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/12/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/12/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/12/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/12/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/15/14,Culex pipiens,WNV
Suffolk,Boston,8/19/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/26/14,Culex pipiens/restuans complex,WNV
Suffolk,Chelsea,8/26/14,Culex pipiens/restuans complex,WNV
Suffolk,Chelsea,8/26/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/27/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/3/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/9/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/11/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/16/14,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/16/14,Culex pipiens/restuans complex,WNV
Worcester,Clinton,7/3/14,Culex species,WNV
Worcester,Worcester,9/10/14,Culex pipiens/restuans complex,WNV
Worcester,Northbridge,9/25/15,Culex pipiens/restuans complex,EEE
Barnstable,Barnstable,8/18/15,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/18/15,Culex pipiens/restuans complex,WNV
Berkshire,Otis,8/19/15,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/5/15,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/5/15,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/18/15,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/3/15,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,7/17/15,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,7/8/15,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/19/15,Culex pipiens/restuans complex,WNV
Bristol,Easton,7/27/15,Culex salinarius,WNV
Bristol,Easton,8/26/15,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/2/15,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/2/15,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/22/15,Culiseta melanura,WNV
Bristol,Fall River,8/13/15,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,7/31/15,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/27/15,Culex pipiens/restuans complex,WNV
Bristol,Somerset,8/14/15,Culex pipiens/restuans complex,WNV
Bristol,Somerset,8/21/15,Culex pipiens/restuans complex,WNV
Bristol,Swansea,7/31/15,Culex pipiens/restuans complex,WNV
Bristol,Swansea,8/19/15,Culex pipiens/restuans complex,WNV
Bristol,Swansea,9/10/15,Culex pipiens/restuans complex,WNV
Bristol,Taunton,9/4/15,Culex pipiens/restuans complex,WNV
Essex,Methuen,9/10/15,Culex pipiens,WNV
Essex,Nahant,9/28/15,Culex pipiens,WNV
Franklin,Greenfield,8/21/15,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/21/15,Culex pipiens/restuans complex,WNV
Hampden,Chicopee,9/11/15,Culex pipiens/restuans complex,WNV
Hampden,West Springfield,9/11/15,Culex pipiens/restuans complex,WNV
Hampden,West Springfield,9/11/15,Culex pipiens/restuans complex,WNV
Hampshire,Belchertown,9/3/15,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/3/15,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/3/15,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/18/15,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/18/15,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/18/15,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/6/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/25/15,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/25/15,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/6/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/25/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/25/15,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,9/15/15,Culex pipiens/restuans complex,WNV
Middlesex,Everett,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Everett,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Everett,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Hudson,8/27/15,Culex pipiens/restuans complex,WNV
Middlesex,Lexington,8/18/15,Culex pipiens/restuans complex,WNV
Middlesex,Lexington,8/18/15,Culex pipiens/restuans complex,WNV
Middlesex,Lowell,9/4/15,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/28/15,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/28/15,Culex pipiens/restuans complex,WNV
Middlesex,Malden,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Malden,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Malden,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/28/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Medford,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,7/28/15,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,9/9/15,Culex pipiens/restuans complex,WNV
Middlesex,Natick,9/17/15,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/22/15,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/11/15,Culex pipiens/restuans complex,WNV
Middlesex,Reading,7/16/15,Culex pipiens/restuans complex,WNV
Middlesex,Reading,9/1/15,Culex pipiens/restuans complex,WNV
Middlesex,Reading,9/1/15,Culex pipiens/restuans complex,WNV
Middlesex,Sherborn,9/17/15,Culex pipiens/restuans complex,WNV
Middlesex,Somerville,7/28/15,Culex pipiens/restuans complex,WNV
Middlesex,Wakefield,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Wakefield,8/13/15,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,7/16/15,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,8/11/15,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,8/11/15,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/30/15,Culex pipiens/restuans complex,WNV
Middlesex,Wilmington,9/22/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/21/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/21/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/21/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/21/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/21/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/21/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/30/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/30/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/30/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/11/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/19/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/19/15,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/19/15,Culex pipiens/restuans complex,WNV
Norfolk,Quincy,8/26/15,Culiseta melanura,WNV
Norfolk,Quincy,9/2/15,Culex pipiens/restuans complex,WNV
Norfolk,Quincy,9/9/15,Culex pipiens/restuans complex,WNV
Norfolk,Wellesley,8/18/15,Culex pipiens/restuans complex,WNV
Plymouth,Abington,8/18/15,Culex pipiens/restuans complex,WNV
Plymouth,Bridgewater,9/9/15,Culex pipiens/restuans complex,WNV
Plymouth,Bridgewater,9/9/15,Culex pipiens/restuans complex,WNV
Plymouth,Kingston,8/4/15,Culiseta melanura,WNV
Plymouth,Lakeville,8/25/15,Culiseta melanura,WNV
Plymouth,Whitman,9/2/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/27/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/27/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/27/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/4/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/7/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/17/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/17/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/17/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/18/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/29/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/1/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/4/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/15/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,10/7/15,Culex pipiens/restuans complex,WNV
Suffolk,Boston,10/7/15,Culex pipiens/restuans complex,WNV
Suffolk,Chelsea,8/25/15,Culex pipiens/restuans complex,WNV
Suffolk,Chelsea,9/15/15,Culex pipiens/restuans complex,WNV
Suffolk,Revere,9/14/15,Culex pipiens,WNV
Suffolk,Winthrop,7/27/15,Culex pipiens,WNV
Suffolk,Winthrop,8/24/15,Culex pipiens,WNV
Suffolk,Winthrop,8/31/15,Culex salinarius,WNV
Suffolk,Winthrop,8/31/15,Culex pipiens/restuans complex,WNV
Suffolk,Winthrop,8/31/15,Culex pipiens/restuans complex,WNV
Suffolk,Winthrop,8/31/15,Culex salinarius,WNV
Worcester,Harvard,8/27/15,Coquillettidia perturbans,WNV
Worcester,Millbury,9/9/15,Culex pipiens/restuans complex,WNV
Worcester,Millbury,9/17/15,Culex pipiens/restuans complex,WNV
Worcester,Millville,9/10/15,Culex pipiens/restuans complex,WNV
Worcester,Northbridge,9/18/15,Culex pipiens/restuans complex,WNV
Worcester,Southbridge,9/3/15,Culex pipiens/restuans complex,WNV
Worcester,Uxbridge,9/3/15,Culex pipiens/restuans complex,WNV
Worcester,Westborough,9/30/15,Culiseta melanura,WNV
Worcester,Worcester,7/31/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/31/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/31/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/31/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/27/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/27/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/27/15,Culex pipiens/restuans complex,WNV
Worcester,Worcester,9/23/15,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,8/23/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,7/12/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/2/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/9/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/16/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/23/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/23/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/23/16,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,9/1/16,Culex pipiens/restuans complex,WNV
Barnstable,Yarmouth,8/23/16,Culex pipiens/restuans complex,EEE
Berkshire,Clarksburg,8/26/16,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/10/16,Culex pipiens/restuans complex,WNV
Berkshire,Tyringham,8/24/16,Culex pipiens/restuans complex,WNV
Bristol,Dartmouth,8/17/16,Culex pipiens/restuans complex,WNV
Bristol,Dartmouth,9/8/16,Ochlerotatus japonicus,WNV
Bristol,Dighton,8/27/16,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/7/16,Culex pipiens/restuans complex,WNV
Bristol,Fairhaven,8/10/16,Culex pipiens/restuans complex,WNV
Bristol,Fairhaven,9/8/16,Culex pipiens/restuans complex,WNV
Bristol,Fall River,9/1/16,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/31/16,Culex pipiens/restuans complex,WNV
Essex,Amesbury,9/7/16,Culex pipiens,WNV
Essex,Groveland,8/4/16,Culex pipiens,WNV
Essex,Groveland,9/8/16,Culex pipiens/restuans complex,WNV
Essex,Lynn,8/15/16,Culex pipiens,WNV
Essex,Lynn,9/21/16,Culex pipiens/restuans complex,WNV
Essex,Manchester-by-the-Sea,8/25/16,Culex pipiens,WNV
Essex,Marblehead,8/24/16,Culex pipiens/restuans complex,WNV
Essex,Methuen,9/1/16,Culex pipiens/restuans complex,WNV
Essex,Nahant,8/8/16,Culex pipiens,WNV
Essex,Nahant,8/10/16,Culex pipiens,WNV
Essex,Nahant,8/15/16,Culex pipiens,WNV
Essex,Nahant,8/17/16,Culex pipiens,WNV
Essex,Nahant,8/22/16,Culex pipiens,WNV
Essex,Nahant,8/24/16,Culex pipiens,WNV
Essex,Nahant,8/29/16,Culex pipiens,WNV
Essex,Nahant,8/31/16,Culex pipiens,WNV
Essex,Nahant,9/7/16,Culex pipiens,WNV
Essex,Nahant,9/21/16,Culex pipiens,WNV
Essex,Nahant,9/21/16,Culex salinarius,WNV
Essex,Peabody,8/10/16,Culex pipiens,WNV
Essex,Salem,8/31/16,Culex pipiens,WNV
Essex,Salem,9/14/16,Culex pipiens,WNV
Essex,Saugus,7/27/16,Culex pipiens,WNV
Essex,Saugus,8/8/16,Culex pipiens/restuans complex,WNV
Essex,Saugus,8/10/16,Culex pipiens,WNV
Essex,Saugus,8/15/16,Culex pipiens/restuans complex,WNV
Essex,Saugus,8/24/16,Culex pipiens,WNV
Essex,Saugus,9/28/16,Culex pipiens/restuans complex,WNV
Essex,Swampscott,8/10/16,Culex pipiens,WNV
Essex,Swampscott,8/24/16,Culex pipiens,WNV
Essex,Swampscott,9/14/16,Culex pipiens,WNV
Franklin,Montague,9/1/16,Culex pipiens/restuans complex,WNV
Franklin,Montague,9/1/16,Culex pipiens/restuans complex,WNV
Hampden,Chicopee,7/27/16,Culex pipiens/restuans complex,WNV
Hampden,Chicopee,8/3/16,Culex pipiens/restuans complex,WNV
Hampden,Chicopee,8/3/16,Culex pipiens/restuans complex,WNV
Hampden,Springfield,8/3/16,Culex pipiens/restuans complex,WNV
Hampden,Springfield,8/3/16,Culex pipiens/restuans complex,WNV
Hampshire,Easthampton,8/31/16,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,7/26/16,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/30/16,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/30/16,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Chelmsford,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Everett,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Everett,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Everett,9/15/16,Culex pipiens/restuans complex,WNV
Middlesex,Everett,9/15/16,Culex pipiens/restuans complex,WNV
Middlesex,Hopkinton,8/5/16,Coquillettidia perturbans,WNV
Middlesex,Lexington,8/5/16,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/19/16,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Medford,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Medford,9/15/16,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,8/9/16,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/2/16,Culex pipiens/restuans complex,WNV
Middlesex,North Reading,8/30/16,Culex pipiens/restuans complex,WNV
Middlesex,Reading,8/11/16,Culex pipiens/restuans complex,WNV
Middlesex,Somerville,8/5/16,Culex pipiens/restuans complex,WNV
Middlesex,Somerville,8/5/16,Culex pipiens/restuans complex,WNV
Middlesex,Sudbury,8/25/16,Culex pipiens/restuans complex,WNV
Middlesex,Wakefield,8/30/16,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,7/26/16,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,8/23/16,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,9/13/16,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,8/16/16,Culex pipiens/restuans complex,WNV
Middlesex,Weston,8/23/16,Culex pipiens/restuans complex,WNV
Norfolk,Avon,8/23/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/8/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/13/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/13/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,8/25/16,Culex pipiens/restuans complex,WNV
Norfolk,Canton,8/10/16,Culex pipiens/restuans complex,WNV
Norfolk,Dedham,8/9/16,Culex pipiens/restuans complex,WNV
Norfolk,Dedham,8/9/16,Culex pipiens/restuans complex,WNV
Norfolk,Dedham,8/23/16,Coquillettidia perturbans,WNV
Norfolk,Dedham,9/7/16,Culex pipiens/restuans complex,WNV
Norfolk,Dover,8/16/16,Culex pipiens/restuans complex,WNV
Norfolk,Milton,9/13/16,Culex pipiens/restuans complex,WNV
Norfolk,Needham,8/2/16,Culex pipiens/restuans complex,WNV
Norfolk,Needham,8/9/16,Culex pipiens/restuans complex,WNV
Norfolk,Needham,9/13/16,Culex pipiens/restuans complex,WNV
Norfolk,Norfolk,9/8/16,Culex pipiens/restuans complex,WNV
Norfolk,Quincy,8/31/16,Culex pipiens/restuans complex,WNV
Norfolk,Quincy,9/13/16,Culex pipiens/restuans complex,WNV
Norfolk,Wellesley,8/18/16,Culex pipiens/restuans complex,WNV
Norfolk,Wellesley,9/1/16,Culex pipiens/restuans complex,WNV
Norfolk,Wellesley,9/1/16,Culex pipiens/restuans complex,WNV
Norfolk,Westwood,9/13/16,Culex pipiens/restuans complex,WNV
Plymouth,Kingston,8/15/16,Culex pipiens/restuans complex,EEE
Plymouth,Middleborough,7/12/16,Culex pipiens/restuans complex,EEE
Plymouth,West Bridgewater,8/23/16,Culex pipiens/restuans complex,EEE
Suffolk,Boston,7/15/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/20/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/26/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/26/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/9/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/9/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/16/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/16/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/16/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/16/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/16/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/16/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/25/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/30/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/30/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/14/16,Culex pipiens/restuans complex,WNV
